REF_DATE,City,Province,Housing_Type,PRICE_INDEX,city_size_type,pop_2016,city_size,pop_density,Year,PRICE_INDEX_P
2015-07-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2015-08-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2015-09-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2015-10-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2015-11-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2015-12-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2015,95.0
2016-01-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,95.0
2016-02-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,95.0
2016-03-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,95.0
2016-04-01,Windsor,Ontario,House only,95,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,95.0
2016-05-01,Windsor,Ontario,House only,96,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,96.0
2016-06-01,Windsor,Ontario,House only,97,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,97.0
2016-07-01,Windsor,Ontario,House only,96,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,96.0
2016-08-01,Windsor,Ontario,House only,96,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,96.0
2016-09-01,Windsor,Ontario,House only,97,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,97.0
2016-10-01,Windsor,Ontario,House only,99,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,99.0
2016-11-01,Windsor,Ontario,House only,99,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,99.0
2016-12-01,Windsor,Ontario,House only,100,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2016,100.0
2017-01-01,Windsor,Ontario,House only,100,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,100.0
2017-02-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-03-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-04-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-05-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-06-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-07-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-08-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-09-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-10-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-11-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2017-12-01,Windsor,Ontario,House only,101,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2017,101.0
2018-01-01,Windsor,Ontario,House only,102,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,102.0
2018-02-01,Windsor,Ontario,House only,102,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,102.0
2018-03-01,Windsor,Ontario,House only,102,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,102.0
2018-04-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-05-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-06-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-07-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-08-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-09-01,Windsor,Ontario,House only,104,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,104.0
2018-10-01,Windsor,Ontario,House only,105,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,105.0
2018-11-01,Windsor,Ontario,House only,105,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,105.0
2018-12-01,Windsor,Ontario,House only,105,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2018,105.0
2019-01-01,Windsor,Ontario,House only,105,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,105.0
2019-02-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-03-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-04-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-05-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-06-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-07-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-08-01,Windsor,Ontario,House only,106,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,106.0
2019-09-01,Windsor,Ontario,House only,107,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,107.0
2019-10-01,Windsor,Ontario,House only,107,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,107.0
2019-11-01,Windsor,Ontario,House only,107,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,107.0
2019-12-01,Windsor,Ontario,House only,107,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2019,107.0
2020-01-01,Windsor,Ontario,House only,107,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-02-01,Windsor,Ontario,House only,108,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-03-01,Windsor,Ontario,House only,108,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-04-01,Windsor,Ontario,House only,108,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-05-01,Windsor,Ontario,House only,108,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-06-01,Windsor,Ontario,House only,108,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2020-07-01,Windsor,Ontario,House only,109,"Large urban population centre (100,000 or more)",287069.0,176.21,1629.1,2020,104.1084930098823
2015-02-01,Winnipeg,Manitoba,House only,95,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,95.0
2015-03-01,Winnipeg,Manitoba,House only,95,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,95.0
2015-04-01,Winnipeg,Manitoba,House only,95,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,95.0
2015-05-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-06-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-07-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-08-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-09-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-10-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-11-01,Winnipeg,Manitoba,House only,96,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,96.0
2015-12-01,Winnipeg,Manitoba,House only,97,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2015,97.0
2016-01-01,Winnipeg,Manitoba,House only,97,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,97.0
2016-02-01,Winnipeg,Manitoba,House only,97,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,97.0
2016-03-01,Winnipeg,Manitoba,House only,97,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,97.0
2016-04-01,Winnipeg,Manitoba,House only,97,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,97.0
2016-05-01,Winnipeg,Manitoba,House only,98,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,98.0
2016-06-01,Winnipeg,Manitoba,House only,98,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,98.0
2016-07-01,Winnipeg,Manitoba,House only,98,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,98.0
2016-08-01,Winnipeg,Manitoba,House only,98,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,98.0
2016-09-01,Winnipeg,Manitoba,House only,99,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,99.0
2016-10-01,Winnipeg,Manitoba,House only,99,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,99.0
2016-11-01,Winnipeg,Manitoba,House only,100,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,100.0
2016-12-01,Winnipeg,Manitoba,House only,100,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2016,100.0
2017-01-01,Winnipeg,Manitoba,House only,100,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,100.0
2017-02-01,Winnipeg,Manitoba,House only,100,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,100.0
2017-03-01,Winnipeg,Manitoba,House only,100,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,100.0
2017-04-01,Winnipeg,Manitoba,House only,101,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,101.0
2017-05-01,Winnipeg,Manitoba,House only,102,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,102.0
2017-06-01,Winnipeg,Manitoba,House only,103,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,103.0
2017-07-01,Winnipeg,Manitoba,House only,103,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,103.0
2017-08-01,Winnipeg,Manitoba,House only,103,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,103.0
2017-09-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,104.0
2017-10-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,104.0
2017-11-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,104.0
2017-12-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2017,104.0
2018-01-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,104.0
2018-02-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,104.0
2018-03-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,104.0
2018-04-01,Winnipeg,Manitoba,House only,104,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,104.0
2018-05-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-06-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-07-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-08-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-09-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-10-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-11-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2018-12-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2018,105.0
2019-01-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,105.0
2019-02-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,105.0
2019-03-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-04-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-05-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-06-01,Winnipeg,Manitoba,House only,105,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,105.0
2019-07-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-08-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-09-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-10-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-11-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2019-12-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2019,106.0
2020-01-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-02-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-03-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-04-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-05-01,Winnipeg,Manitoba,House only,106,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-06-01,Winnipeg,Manitoba,House only,107,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2020-07-01,Winnipeg,Manitoba,House only,107,"Large urban population centre (100,000 or more)",711925.0,343.99,2069.6,2020,104.05852744008688
2015-02-01,Regina,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,103.0
2015-03-01,Regina,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,103.0
2015-04-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-05-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-06-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-07-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-08-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-09-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-10-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-11-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2015-12-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2015,101.0
2016-01-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-02-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-03-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-04-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-05-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-06-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-07-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,101.0
2016-08-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,100.0
2016-09-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,100.0
2016-10-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,100.0
2016-11-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,99.0
2016-12-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2016,100.0
2017-01-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,99.0
2017-02-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-03-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-04-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-05-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-06-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-07-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-08-01,Regina,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,101.0
2017-09-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-10-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-11-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2017-12-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2017,100.0
2018-01-01,Regina,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,100.0
2018-02-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,99.0
2018-03-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,99.0
2018-04-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,99.0
2018-05-01,Regina,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,99.0
2018-06-01,Regina,Saskatchewan,House only,98,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,98.0
2018-07-01,Regina,Saskatchewan,House only,98,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,98.0
2018-08-01,Regina,Saskatchewan,House only,97,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,97.0
2018-09-01,Regina,Saskatchewan,House only,97,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,97.0
2018-10-01,Regina,Saskatchewan,House only,97,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,97.0
2018-11-01,Regina,Saskatchewan,House only,96,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,96.0
2018-12-01,Regina,Saskatchewan,House only,95,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2018,95.0
2019-01-01,Regina,Saskatchewan,House only,95,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,95.0
2019-02-01,Regina,Saskatchewan,House only,95,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,95.0
2019-03-01,Regina,Saskatchewan,House only,95,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,95.0
2019-04-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-05-01,Regina,Saskatchewan,House only,95,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,95.0
2019-06-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-07-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-08-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-09-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-10-01,Regina,Saskatchewan,House only,94,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,94.0
2019-11-01,Regina,Saskatchewan,House only,92,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,92.0
2019-12-01,Regina,Saskatchewan,House only,92,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2019,92.0
2020-01-01,Regina,Saskatchewan,House only,91,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-02-01,Regina,Saskatchewan,House only,90,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-03-01,Regina,Saskatchewan,House only,89,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-04-01,Regina,Saskatchewan,House only,89,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-05-01,Regina,Saskatchewan,House only,89,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-06-01,Regina,Saskatchewan,House only,89,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2020-07-01,Regina,Saskatchewan,House only,89,"Large urban population centre (100,000 or more)",214631.0,103.11,2081.5,2020,104.05717763241228
2015-02-01,Saskatoon,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,103.0
2015-03-01,Saskatoon,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,103.0
2015-04-01,Saskatoon,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,103.0
2015-05-01,Saskatoon,Saskatchewan,House only,104,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,104.0
2015-06-01,Saskatoon,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,103.0
2015-07-01,Saskatoon,Saskatchewan,House only,104,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,104.0
2015-08-01,Saskatoon,Saskatchewan,House only,104,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,104.0
2015-09-01,Saskatoon,Saskatchewan,House only,103,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,103.0
2015-10-01,Saskatoon,Saskatchewan,House only,102,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,102.0
2015-11-01,Saskatoon,Saskatchewan,House only,102,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,102.0
2015-12-01,Saskatoon,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2015,101.0
2016-01-01,Saskatoon,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,101.0
2016-02-01,Saskatoon,Saskatchewan,House only,101,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,101.0
2016-03-01,Saskatoon,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,100.0
2016-04-01,Saskatoon,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,100.0
2016-05-01,Saskatoon,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,100.0
2016-06-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-07-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-08-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-09-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-10-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-11-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,99.0
2016-12-01,Saskatoon,Saskatchewan,House only,100,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2016,100.0
2017-01-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,99.0
2017-02-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,99.0
2017-03-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,99.0
2017-04-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,99.0
2017-05-01,Saskatoon,Saskatchewan,House only,99,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,99.0
2017-06-01,Saskatoon,Saskatchewan,House only,98,"Large urban population centre (100,000 or more)",245181.0,125.5,1953.7,2017,98.0
